"R0000100","R0536402","S7514300","S8646900","S8647300","S8647500","S8647800"
5026,1983,2,-4,-4,-4,-4
5027,1980,2,1,1,1,1
5028,1981,2,-4,-4,-4,-4
5029,1983,2,-4,-4,-4,-4
5030,1983,2,-4,-4,-4,-4
5031,1981,-5,-5,-5,-5,-5
5032,1980,2,-4,-4,-4,-4
5033,1982,3,-4,-4,-4,-4
5034,1982,2,4,3,4,2
5035,1980,2,-4,-4,-4,-4
5036,1980,2,2,2,1,1
5037,1981,-5,-5,-5,-5,-5
5038,1981,-5,-5,-5,-5,-5
5039,1982,0,2,1,2,1
5040,1982,4,3,1,2,1
5041,1984,4,3,1,3,1
5042,1980,-5,-5,-5,-5,-5
5043,1984,2,-4,-4,-4,-4
5044,1981,2,4,2,2,1
5045,1981,2,2,2,1,1
5046,1980,1,-4,-4,-4,-4
5047,1981,1,-4,-4,-4,-4
5048,1982,1,-4,-4,-4,-4
5049,1983,2,2,1,2,2
5050,1984,1,-4,-4,-4,-4
5051,1981,2,-4,-4,-4,-4
5052,1983,-5,-5,-5,-5,-5
5053,1981,2,-4,-4,-4,-4
5054,1980,4,-4,-4,-4,-4
5055,1983,2,-4,-4,-4,-4
5056,1980,-5,-5,-5,-5,-5
5057,1982,4,1,1,1,1
5058,1980,2,4,4,4,1
5059,1982,0,1,2,2,1
5060,1981,2,3,2,-2,1
5061,1980,-5,-5,-5,-5,-5
5062,1984,2,-4,-4,-4,-4
5063,1983,1,-4,-4,-4,-4
5064,1983,2,-4,-4,-4,-4
5065,1980,-5,-5,-5,-5,-5
5066,1983,0,-4,-4,-4,-4
5067,1984,2,-4,-4,-4,-4
5068,1982,2,-4,-4,-4,-4
5069,1984,2,1,1,3,2
5070,1984,0,1,1,-2,1
5071,1982,-5,-5,-5,-5,-5
5072,1981,0,-4,-4,-4,-4
5073,1982,3,1,1,4,4
5074,1982,-5,-5,-5,-5,-5
5075,1983,2,-4,-4,-4,-4
5076,1980,1,-4,-4,-4,-4
5077,1983,2,-4,-4,-4,-4
5078,1982,-5,-5,-5,-5,-5
5079,1980,-5,-5,-5,-5,-5
5080,1980,-5,-5,-5,-5,-5
5081,1983,2,-4,-4,-4,-4
5082,1980,-5,-5,-5,-5,-5
5083,1981,-5,-5,-5,-5,-5
5084,1982,4,-4,-4,-4,-4
5085,1984,-5,-5,-5,-5,-5
5086,1982,2,4,1,4,3
5087,1981,-5,-5,-5,-5,-5
5088,1981,2,-4,-4,-4,-4
5089,1984,-5,-5,-5,-5,-5
5090,1982,-5,-5,-5,-5,-5
5091,1984,2,-4,-4,-4,-4
5092,1980,-5,-5,-5,-5,-5
5093,1983,-5,-5,-5,-5,-5
5094,1980,2,-4,-4,-4,-4
5095,1984,4,-4,-4,-4,-4
5096,1983,2,-4,-4,-4,-4
5097,1983,3,-4,-4,-4,-4
5098,1983,3,3,2,2,2
5099,1981,-5,-5,-5,-5,-5
5100,1982,2,-4,-4,-4,-4
5101,1981,-5,-5,-5,-5,-5
5102,1980,-5,-5,-5,-5,-5
5103,1980,2,-4,-4,-4,-4
5104,1984,2,-4,-4,-4,-4
5105,1982,2,-4,-4,-4,-4
5106,1981,2,-4,-4,-4,-4
5107,1984,-5,-5,-5,-5,-5
5108,1982,2,-4,-4,-4,-4
5109,1980,2,-4,-4,-4,-4
5110,1984,2,-4,-4,-4,-4
5111,1980,4,-4,-4,-4,-4
5112,1984,-5,-5,-5,-5,-5
5113,1984,2,-4,-4,-4,-4
5114,1981,3,1,1,2,1
5115,1981,2,-4,-4,-4,-4
5116,1981,1,2,1,1,1
5117,1982,0,-4,-4,-4,-4
5118,1982,2,-4,-4,-4,-4
5119,1984,-5,-5,-5,-5,-5
5120,1981,1,-4,-4,-4,-4
5121,1983,-5,-5,-5,-5,-5
5122,1983,0,2,1,1,1
5123,1981,2,-4,-4,-4,-4
5124,1981,2,-4,-4,-4,-4
5125,1983,2,-4,-4,-4,-4
5126,1984,1,-4,-4,-4,-4
5127,1980,2,-4,-4,-4,-4
5128,1983,4,3,2,3,1
5129,1984,-5,-5,-5,-5,-5
5130,1981,-5,-5,-5,-5,-5
5131,1983,4,-4,-4,-4,-4
5132,1980,-5,-5,-5,-5,-5
5133,1982,3,-4,-4,-4,-4
5134,1984,1,3,1,-2,1
5135,1982,2,-4,-4,-4,-4
5136,1983,4,-4,-4,-4,-4
5137,1980,2,-4,-4,-4,-4
5138,1982,2,-4,-4,-4,-4
5139,1981,2,4,2,4,1
5140,1984,2,-4,-4,-4,-4
5141,1983,2,-4,-4,-4,-4
5142,1982,2,-4,-4,-4,-4
5143,1984,2,-4,-4,-4,-4
5144,1982,2,2,2,1,1
5145,1982,2,-4,-4,-4,-4
5146,1980,4,-4,-4,-4,-4
5147,1983,-5,-5,-5,-5,-5
5148,1981,4,-4,-4,-4,-4
5149,1981,1,-4,-4,-4,-4
5150,1983,-5,-5,-5,-5,-5
5151,1984,-3,-4,-4,-4,-4
5152,1981,-5,-5,-5,-5,-5
5153,1982,2,-4,-4,-4,-4
5154,1981,2,-4,-4,-4,-4
5155,1983,2,4,-2,4,2
5156,1984,2,4,1,3,1
5157,1981,1,-4,-4,-4,-4
5158,1982,2,-4,-4,-4,-4
5159,1981,2,-4,-4,-4,-4
5160,1983,-5,-5,-5,-5,-5
5161,1982,2,2,2,1,2
5162,1982,2,-4,-4,-4,-4
5163,1983,2,-4,-4,-4,-4
5164,1982,-5,-5,-5,-5,-5
5165,1982,4,-4,-4,-4,-4
5166,1980,2,-4,-4,-4,-4
5167,1983,-3,-4,-4,-4,-4
5170,1981,2,-4,-4,-4,-4
5171,1983,-5,-5,-5,-5,-5
5172,1981,3,2,1,2,1
5173,1983,2,-4,-4,-4,-4
5174,1984,4,-4,-4,-4,-4
5175,1983,2,-4,-4,-4,-4
5176,1984,2,2,3,2,2
5177,1981,1,-4,-4,-4,-4
5178,1981,-5,-5,-5,-5,-5
5179,1983,2,-4,-4,-4,-4
5180,1980,4,-4,-4,-4,-4
5181,1983,2,-4,-4,-4,-4
5182,1981,-5,-5,-5,-5,-5
5183,1981,4,-4,-4,-4,-4
5184,1982,3,2,2,2,2
5185,1982,2,1,2,4,1
5186,1981,4,-4,-4,-4,-4
5187,1983,2,-4,-4,-4,-4
5188,1983,4,-4,-4,-4,-4
5189,1980,3,-4,-4,-4,-4
5190,1981,4,-4,-4,-4,-4
5191,1981,2,-4,-4,-4,-4
5192,1982,4,-4,-4,-4,-4
5193,1983,4,-4,-4,-4,-4
5194,1980,4,-4,-4,-4,-4
5195,1982,4,3,2,2,2
5196,1981,2,2,2,3,2
5197,1981,4,2,2,1,1
5198,1984,2,-4,-4,-4,-4
5199,1983,0,3,3,3,3
5200,1984,0,-1,-1,-1,-1
5201,1981,1,-4,-4,-4,-4
5202,1981,1,3,2,2,2
5203,1980,4,-4,-4,-4,-4
5204,1984,2,-4,-4,-4,-4
5205,1981,4,-4,-4,-4,-4
5206,1983,4,-4,-4,-4,-4
5207,1981,4,-4,-4,-4,-4
5208,1984,2,-4,-4,-4,-4
5209,1981,2,-4,-4,-4,-4
5210,1980,3,-2,2,3,2
5211,1984,1,-4,-4,-4,-4
5212,1982,2,-4,-4,-4,-4
5213,1984,2,-4,-4,-4,-4
5214,1983,0,-4,-4,-4,-4
5215,1980,2,-4,-4,-4,-4
5216,1980,2,-4,-4,-4,-4
5217,1984,0,-4,-4,-4,-4
5218,1984,2,-4,-4,-4,-4
5219,1981,4,-4,-4,-4,-4
5220,1984,2,-4,-4,-4,-4
5221,1983,2,3,3,3,3
5222,1980,2,-4,-4,-4,-4
5223,1984,2,3,3,3,3
5224,1981,2,-4,-4,-4,-4
5225,1983,0,-4,-4,-4,-4
5226,1980,1,3,3,3,3
5227,1981,2,3,3,3,3
5228,1983,2,-4,-4,-4,-4
5229,1981,2,2,2,3,3
5230,1982,2,-4,-4,-4,-4
5231,1980,2,-4,-4,-4,-4
5232,1981,2,-4,-4,-4,-4
5233,1984,0,-4,-4,-4,-4
5234,1984,2,-4,-4,-4,-4
5235,1980,4,-4,-4,-4,-4
5236,1981,5,-4,-4,-4,-4
5237,1981,2,2,2,1,1
5238,1984,2,-4,-4,-4,-4
5239,1984,2,-4,-4,-4,-4
5240,1980,2,-4,-4,-4,-4
5241,1983,2,-4,-4,-4,-4
5242,1980,4,4,1,-2,2
5243,1982,2,-4,-4,-4,-4
5244,1982,0,-4,-4,-4,-4
5245,1984,1,3,3,4,4
5246,1984,2,-4,-4,-4,-4
5247,1983,4,2,2,1,1
5248,1983,0,-4,-4,-4,-4
5249,1982,4,-4,-4,-4,-4
5250,1981,-5,-5,-5,-5,-5
5251,1981,2,2,2,2,2
5252,1982,1,-4,-4,-4,-4
5253,1981,-5,-5,-5,-5,-5
5254,1984,-5,-5,-5,-5,-5
5255,1984,2,3,2,3,2
5256,1984,2,-4,-4,-4,-4
5257,1983,-3,4,1,4,1
5258,1982,2,4,2,2,1
5259,1980,2,-4,-4,-4,-4
5260,1982,2,-4,-4,-4,-4
5261,1984,2,-4,-4,-4,-4
5262,1982,0,-4,-4,-4,-4
5263,1984,2,-4,-4,-4,-4
5264,1980,2,-4,-4,-4,-4
5265,1981,2,-4,-4,-4,-4
5266,1984,0,-4,-4,-4,-4
5267,1981,4,-4,-4,-4,-4
5268,1983,4,-4,-4,-4,-4
5269,1982,4,3,2,2,1
5270,1980,2,-4,-4,-4,-4
5271,1981,1,-4,-4,-4,-4
5272,1980,4,-4,-4,-4,-4
5273,1980,-5,-5,-5,-5,-5
5274,1981,4,3,3,2,2
5275,1980,4,3,2,3,1
5276,1980,2,-4,-4,-4,-4
5277,1983,2,-4,-4,-4,-4
5278,1982,2,-4,-4,-4,-4
5279,1980,4,-4,-4,-4,-4
5280,1982,4,-4,-4,-4,-4
5281,1980,2,-4,-4,-4,-4
5282,1984,0,-4,-4,-4,-4
5283,1982,0,4,4,4,3
5284,1980,1,-4,-4,-4,-4
5285,1981,0,-4,-4,-4,-4
5286,1982,0,-4,-4,-4,-4
5287,1982,0,-4,-4,-4,-4
5288,1984,0,-4,-4,-4,-4
5289,1984,2,-4,-4,-4,-4
5290,1981,-5,-5,-5,-5,-5
5291,1983,-5,-5,-5,-5,-5
5292,1983,0,-4,-4,-4,-4
5293,1983,0,-4,-4,-4,-4
5294,1983,2,3,-2,2,-2
5295,1984,4,-4,-4,-4,-4
5296,1980,-3,4,2,1,1
5297,1982,0,-4,-4,-4,-4
5298,1981,2,4,4,2,3
5299,1984,0,-4,-4,-4,-4
5300,1980,4,-4,-4,-4,-4
5301,1984,2,-4,-4,-4,-4
5302,1982,3,3,2,-2,2
5303,1981,3,4,1,2,1
5304,1981,2,-4,-4,-4,-4
5305,1983,1,-4,-4,-4,-4
5306,1980,2,-4,-4,-4,-4
5307,1981,3,-4,-4,-4,-4
5308,1982,-5,-5,-5,-5,-5
5309,1984,2,-4,-4,-4,-4
5310,1980,4,-4,-4,-4,-4
5311,1980,4,-4,-4,-4,-4
5312,1984,2,4,2,3,1
5313,1980,2,-4,-4,-4,-4
5314,1980,2,-4,-4,-4,-4
5315,1984,-5,-5,-5,-5,-5
5316,1981,2,-4,-4,-4,-4
5317,1983,-5,-5,-5,-5,-5
5318,1983,2,-4,-4,-4,-4
5319,1981,3,-4,-4,-4,-4
5320,1982,4,-4,-4,-4,-4
5321,1980,2,3,2,2,1
5322,1983,2,2,1,2,2
5323,1981,-5,-5,-5,-5,-5
5324,1982,0,-4,-4,-4,-4
5325,1983,0,-4,-4,-4,-4
5326,1984,2,2,2,3,2
5327,1983,1,1,2,2,1
5328,1983,1,-4,-4,-4,-4
5329,1982,2,4,3,4,3
5330,1984,2,-4,-4,-4,-4
5331,1981,2,4,2,2,1
5332,1981,1,-4,-4,-4,-4
5333,1983,2,-4,-4,-4,-4
5334,1984,2,-4,-4,-4,-4
5335,1980,-5,-5,-5,-5,-5
5336,1981,2,-4,-4,-4,-4
5337,1983,1,-4,-4,-4,-4
5338,1981,2,3,2,2,1
5339,1984,2,-4,-4,-4,-4
5340,1982,2,2,1,1,1
5341,1981,2,-4,-4,-4,-4
5342,1982,2,-4,-4,-4,-4
5343,1984,2,-4,-4,-4,-4
5344,1982,-5,-5,-5,-5,-5
5345,1980,5,-4,-4,-4,-4
5346,1983,2,-4,-4,-4,-4
5347,1982,4,4,2,4,1
5348,1984,2,-4,-4,-4,-4
5349,1982,2,-4,-4,-4,-4
5350,1983,2,4,1,4,1
5351,1983,-5,-5,-5,-5,-5
5352,1981,2,4,2,1,1
5353,1982,2,1,1,1,1
5354,1983,2,-4,-4,-4,-4
5355,1980,4,-4,-4,-4,-4
5356,1983,2,-4,-4,-4,-4
5357,1982,3,-4,-4,-4,-4
5358,1982,4,-4,-4,-4,-4
5359,1981,0,-4,-4,-4,-4
5360,1982,4,-4,-4,-4,-4
5361,1984,2,-4,-4,-4,-4
5362,1981,2,-4,-4,-4,-4
5363,1980,2,-4,-4,-4,-4
5364,1980,2,-4,-4,-4,-4
5365,1983,-5,-5,-5,-5,-5
5366,1984,2,2,2,2,1
5367,1983,2,-4,-4,-4,-4
5368,1980,2,4,3,2,2
5369,1984,2,3,2,1,1
5370,1981,-5,-5,-5,-5,-5
5371,1982,2,-4,-4,-4,-4
5372,1981,1,-4,-4,-4,-4
5373,1983,2,-4,-4,-4,-4
5374,1984,1,-4,-4,-4,-4
5375,1983,2,2,2,2,2
5376,1984,0,-4,-4,-4,-4
5377,1983,2,-4,-4,-4,-4
5378,1984,0,-4,-4,-4,-4
5379,1982,2,-4,-4,-4,-4
5380,1981,4,-4,-4,-4,-4
5381,1983,2,-4,-4,-4,-4
5382,1983,2,-4,-4,-4,-4
5383,1981,2,-4,-4,-4,-4
5384,1983,2,2,1,4,1
5385,1982,2,-4,-4,-4,-4
5386,1980,-5,-5,-5,-5,-5
5387,1980,1,-4,-4,-4,-4
5388,1984,2,3,2,3,1
5389,1980,4,-4,-4,-4,-4
5390,1981,2,-4,-4,-4,-4
5391,1980,4,2,2,-2,1
5392,1984,2,-4,-4,-4,-4
5393,1981,2,-4,-4,-4,-4
5394,1983,2,3,3,2,2
5395,1981,2,-4,-4,-4,-4
5396,1980,1,3,2,2,2
5397,1982,2,-4,-4,-4,-4
5398,1983,2,-4,-4,-4,-4
5399,1980,2,-4,-4,-4,-4
5400,1981,2,-4,-4,-4,-4
5401,1983,2,-4,-4,-4,-4
5402,1983,2,-4,-4,-4,-4
5403,1980,1,4,1,1,1
5404,1983,2,-4,-4,-4,-4
5405,1981,3,3,2,3,1
5406,1982,2,4,2,2,2
5407,1983,2,-4,-4,-4,-4
5408,1981,2,-4,-4,-4,-4
5409,1982,2,-4,-4,-4,-4
5410,1984,2,-4,-4,-4,-4
5411,1982,2,-4,-4,-4,-4
5412,1982,2,-4,-4,-4,-4
5413,1982,4,-4,-4,-4,-4
5414,1981,2,-4,-4,-4,-4
5415,1983,2,-4,-4,-4,-4
5416,1984,2,-4,-4,-4,-4
5417,1980,1,-4,-4,-4,-4
5418,1981,2,-4,-4,-4,-4
5419,1981,2,-4,-4,-4,-4
5420,1981,2,-4,-4,-4,-4
5421,1982,3,2,1,1,1
5422,1983,2,-4,-4,-4,-4
5423,1981,2,-4,-4,-4,-4
5424,1983,2,-4,-4,-4,-4
5425,1980,3,-4,-4,-4,-4
5426,1984,-5,-5,-5,-5,-5
5427,1981,2,-4,-4,-4,-4
5428,1984,2,-4,-4,-4,-4
5429,1981,2,3,1,2,1
5430,1983,-5,-5,-5,-5,-5
5431,1983,-5,-5,-5,-5,-5
5432,1983,2,3,1,4,1
5433,1981,2,2,2,2,2
5434,1981,2,-4,-4,-4,-4
5435,1982,2,-4,-4,-4,-4
5436,1982,0,1,2,1,1
5437,1984,2,-4,-4,-4,-4
5438,1983,2,3,3,2,2
5439,1980,5,-4,-4,-4,-4
5440,1984,2,-4,-4,-4,-4
5441,1980,3,-4,-4,-4,-4
5442,1984,2,-4,-4,-4,-4
5443,1982,2,-4,-4,-4,-4
5444,1983,2,-4,-4,-4,-4
5445,1981,-5,-5,-5,-5,-5
5446,1983,4,-4,-4,-4,-4
5447,1984,2,-4,-4,-4,-4
5448,1982,2,4,1,1,1
5449,1983,2,3,2,2,2
5450,1981,2,-4,-4,-4,-4
5451,1980,2,-4,-4,-4,-4
5452,1983,4,-4,-4,-4,-4
5453,1984,2,-4,-4,-4,-4
5454,1983,4,3,2,2,1
5455,1980,2,-4,-4,-4,-4
5456,1982,1,-4,-4,-4,-4
5457,1984,2,-4,-4,-4,-4
5458,1984,2,-4,-4,-4,-4
5459,1982,0,-4,-4,-4,-4
5460,1983,2,-4,-4,-4,-4
5461,1982,0,2,-2,1,1
5462,1984,1,-4,-4,-4,-4
5463,1983,2,-4,-4,-4,-4
5464,1981,2,-4,-4,-4,-4
5465,1980,0,3,2,1,1
5466,1981,0,-4,-4,-4,-4
5467,1983,1,-4,-4,-4,-4
5468,1980,2,-4,-4,-4,-4
5469,1982,2,-4,-4,-4,-4
5470,1982,2,-4,-4,-4,-4
5471,1981,2,3,2,3,1
5472,1982,0,-4,-4,-4,-4
5473,1981,4,-4,-4,-4,-4
5474,1983,4,-4,-4,-4,-4
5475,1984,-5,-5,-5,-5,-5
5476,1982,-5,-5,-5,-5,-5
5477,1984,-5,-5,-5,-5,-5
5478,1983,3,2,1,1,2
5479,1980,3,-4,-4,-4,-4
5480,1984,4,2,2,3,2
5481,1980,4,-4,-4,-4,-4
5482,1982,4,-4,-4,-4,-4
5483,1984,3,-4,-4,-4,-4
5484,1980,2,-4,-4,-4,-4
5485,1983,3,-4,-4,-4,-4
5486,1984,0,-4,-4,-4,-4
5487,1980,2,-4,-4,-4,-4
5488,1983,-5,-5,-5,-5,-5
5489,1984,2,2,2,2,2
5490,1984,2,-4,-4,-4,-4
5491,1982,2,-4,-4,-4,-4
5492,1980,3,4,1,2,1
5493,1981,0,-4,-4,-4,-4
5494,1983,2,-4,-4,-4,-4
5495,1982,2,-4,-4,-4,-4
5496,1981,3,3,1,2,2
5497,1981,2,-4,-4,-4,-4
5498,1981,2,-4,-4,-4,-4
5499,1984,0,-4,-4,-4,-4
5500,1984,2,4,2,1,2
5501,1982,2,-4,-4,-4,-4
5502,1981,2,3,-2,2,-2
5503,1982,2,-4,-4,-4,-4
5504,1984,2,-4,-4,-4,-4
5505,1981,4,3,2,3,2
5506,1980,2,-4,-4,-4,-4
5507,1982,2,-4,-4,-4,-4
5508,1983,2,3,2,4,3
5509,1980,2,-4,-4,-4,-4
5510,1984,3,-4,-4,-4,-4
5511,1982,2,-4,-4,-4,-4
5512,1980,2,-1,2,4,1
5513,1982,-5,-5,-5,-5,-5
5514,1984,-5,-5,-5,-5,-5
5515,1982,2,-4,-4,-4,-4
5516,1983,2,-4,-4,-4,-4
5517,1980,1,-4,-4,-4,-4
5518,1980,2,-4,-4,-4,-4
5519,1984,1,-4,-4,-4,-4
5520,1983,2,-4,-4,-4,-4
5521,1984,2,-4,-4,-4,-4
5522,1980,2,-4,-4,-4,-4
5523,1983,2,-4,-4,-4,-4
5524,1984,-5,-5,-5,-5,-5
5525,1983,2,-4,-4,-4,-4
5526,1984,2,-4,-4,-4,-4
5527,1982,-5,-5,-5,-5,-5
5528,1980,4,2,2,2,1
5529,1984,2,3,2,1,2
5530,1984,2,-4,-4,-4,-4
5531,1980,2,-4,-4,-4,-4
5532,1982,2,2,1,1,1
5533,1984,2,-4,-4,-4,-4
5534,1984,2,-4,-4,-4,-4
5535,1984,2,4,1,1,1
5536,1982,2,-4,-4,-4,-4
5537,1983,2,-4,-4,-4,-4
5538,1982,-5,-5,-5,-5,-5
5539,1984,2,2,1,2,2
5540,1983,2,3,2,1,1
5541,1980,2,-4,-4,-4,-4
5542,1984,2,3,1,3,1
5543,1981,2,-4,-4,-4,-4
5544,1983,2,-4,-4,-4,-4
5545,1983,2,2,1,1,1
5546,1984,2,-4,-4,-4,-4
5547,1980,2,-4,-4,-4,-4
5548,1981,1,-4,-4,-4,-4
5549,1982,2,-4,-4,-4,-4
5550,1983,2,-4,-4,-4,-4
5551,1981,2,-4,-4,-4,-4
5552,1983,2,-4,-4,-4,-4
5553,1983,2,3,2,3,1
5554,1984,2,-4,-4,-4,-4
5555,1980,2,-4,-4,-4,-4
5556,1981,1,4,2,4,1
5557,1980,1,-4,-4,-4,-4
5558,1980,2,-4,-4,-4,-4
5560,1981,2,-4,-4,-4,-4
5561,1981,0,1,1,-2,1
5562,1983,2,-4,-4,-4,-4
5563,1981,2,2,1,-2,2
5564,1982,0,-4,-4,-4,-4
5565,1983,0,-4,-4,-4,-4
5566,1984,2,4,2,4,1
5567,1983,2,-4,-4,-4,-4
5568,1983,2,-4,-4,-4,-4
5569,1982,2,-4,-4,-4,-4
5570,1983,2,-4,-4,-4,-4
5571,1981,3,-4,-4,-4,-4
5572,1982,1,-4,-4,-4,-4
5573,1980,2,-4,-4,-4,-4
5574,1983,2,-4,-4,-4,-4
5575,1983,2,-4,-4,-4,-4
5576,1983,2,2,1,2,1
5577,1984,1,-4,-4,-4,-4
5578,1984,4,-4,-4,-4,-4
5579,1982,2,4,3,-2,1
5580,1982,3,-4,-4,-4,-4
5581,1981,-3,2,3,3,2
5582,1984,0,3,3,3,1
5583,1981,3,-4,-4,-4,-4
5584,1982,2,-4,-4,-4,-4
5585,1981,2,3,1,3,1
5586,1982,0,-4,-4,-4,-4
5587,1982,1,-4,-4,-4,-4
5588,1980,-5,-5,-5,-5,-5
5589,1983,3,-4,-4,-4,-4
5590,1980,2,-4,-4,-4,-4
5591,1984,2,-4,-4,-4,-4
5592,1980,-5,-5,-5,-5,-5
5593,1982,2,-4,-4,-4,-4
5594,1984,2,2,-2,2,1
5595,1980,4,4,2,4,1
5596,1983,2,-4,-4,-4,-4
5597,1980,2,2,2,3,2
5598,1981,2,-4,-4,-4,-4
5599,1983,2,-4,-4,-4,-4
5600,1984,1,-4,-4,-4,-4
5601,1980,2,1,1,1,1
5602,1980,2,-4,-4,-4,-4
5603,1980,1,-4,-4,-4,-4
5604,1983,2,1,1,1,1
5605,1984,2,-4,-4,-4,-4
5606,1983,2,-4,-4,-4,-4
5607,1984,2,-4,-4,-4,-4
5608,1981,4,-4,-4,-4,-4
5609,1981,2,-4,-4,-4,-4
5610,1983,4,2,-2,2,2
5611,1981,0,-4,-4,-4,-4
5612,1982,2,2,1,2,1
5613,1981,2,2,2,2,1
5614,1982,2,-4,-4,-4,-4
5615,1981,1,-4,-4,-4,-4
5616,1983,2,-4,-4,-4,-4
5617,1984,2,-4,-4,-4,-4
5618,1980,3,-4,-4,-4,-4
5619,1980,-5,-5,-5,-5,-5
5620,1983,3,2,1,1,2
5621,1984,1,-4,-4,-4,-4
5622,1984,2,-4,-4,-4,-4
5623,1982,2,-4,-4,-4,-4
5624,1980,2,-4,-4,-4,-4
5625,1981,4,-4,-4,-4,-4
5626,1984,2,-4,-4,-4,-4
5627,1981,0,1,2,1,1
5628,1982,2,-4,-4,-4,-4
5629,1983,2,-4,-4,-4,-4
5630,1981,2,-4,-4,-4,-4
5631,1984,1,-4,-4,-4,-4
5632,1983,2,-4,-4,-4,-4
5633,1980,2,-4,-4,-4,-4
5634,1983,2,2,2,2,2
5635,1980,-5,-5,-5,-5,-5
5636,1980,2,2,1,-2,1
5637,1980,2,-4,-4,-4,-4
5638,1981,2,-4,-4,-4,-4
5639,1982,2,2,3,3,1
5640,1983,2,-4,-4,-4,-4
5641,1980,-5,-5,-5,-5,-5
5642,1981,-5,-5,-5,-5,-5
5643,1983,2,-4,-4,-4,-4
5644,1980,4,-4,-4,-4,-4
5645,1983,2,-4,-4,-4,-4
5646,1983,2,2,2,3,2
5647,1982,2,-4,-4,-4,-4
5648,1981,1,-4,-4,-4,-4
5649,1983,1,2,3,3,1
5650,1984,-5,-5,-5,-5,-5
5651,1981,2,-4,-4,-4,-4
5652,1982,2,2,2,2,1
5653,1981,1,-4,-4,-4,-4
5654,1983,4,-4,-4,-4,-4
5655,1984,1,-4,-4,-4,-4
5656,1981,2,-4,-4,-4,-4
5657,1980,2,3,3,4,1
5658,1980,-5,-5,-5,-5,-5
5659,1982,2,4,1,1,4
5660,1981,1,4,1,2,4
5661,1983,2,-4,-4,-4,-4
5662,1982,2,-4,-4,-4,-4
5663,1980,0,-4,-4,-4,-4
5664,1983,0,-4,-4,-4,-4
5665,1980,2,1,1,1,1
5666,1980,-5,-5,-5,-5,-5
5667,1981,-5,-5,-5,-5,-5
5668,1984,-5,-5,-5,-5,-5
5669,1982,2,-4,-4,-4,-4
5670,1984,2,-4,-4,-4,-4
5671,1984,2,-4,-4,-4,-4
5672,1982,3,-4,-4,-4,-4
5673,1982,2,3,2,3,1
5674,1984,-5,-5,-5,-5,-5
5675,1984,1,-4,-4,-4,-4
5676,1980,4,3,2,2,1
5677,1983,2,-4,-4,-4,-4
5678,1984,-5,-5,-5,-5,-5
5679,1982,4,-4,-4,-4,-4
5680,1981,2,-4,-4,-4,-4
5681,1983,2,4,2,4,1
5682,1981,-5,-5,-5,-5,-5
5683,1984,2,3,3,2,2
5684,1981,1,-4,-4,-4,-4
5685,1984,1,4,1,1,1
5686,1984,2,-4,-4,-4,-4
5687,1980,0,-4,-4,-4,-4
5688,1981,0,-4,-4,-4,-4
5689,1982,0,-4,-4,-4,-4
5690,1983,-5,-5,-5,-5,-5
5691,1982,2,-2,2,3,2
5692,1980,2,-4,-4,-4,-4
5693,1982,2,-4,-4,-4,-4
5694,1984,0,-4,-4,-4,-4
5695,1981,2,-4,-4,-4,-4
5696,1982,0,-4,-4,-4,-4
5697,1981,2,-4,-4,-4,-4
5698,1981,3,3,1,1,1
5699,1980,2,-2,2,-2,1
5700,1984,2,-4,-4,-4,-4
5701,1983,2,-4,-4,-4,-4
5702,1983,2,-4,-4,-4,-4
5703,1983,2,-4,-4,-4,-4
5704,1983,2,-4,-4,-4,-4
5705,1980,4,-4,-4,-4,-4
5706,1982,4,-4,-4,-4,-4
5707,1984,2,-4,-4,-4,-4
5708,1983,2,-4,-4,-4,-4
5709,1980,0,1,2,1,1
5710,1982,4,-4,-4,-4,-4
5711,1980,-5,-5,-5,-5,-5
5712,1983,2,2,2,2,1
5713,1980,4,3,1,2,2
5714,1983,2,-4,-4,-4,-4
5715,1980,2,3,2,4,2
5716,1982,1,-4,-4,-4,-4
5717,1983,2,-4,-4,-4,-4
5718,1981,2,-4,-4,-4,-4
5719,1984,4,-4,-4,-4,-4
5720,1984,2,-4,-4,-4,-4
5721,1980,2,-4,-4,-4,-4
5722,1981,4,-4,-4,-4,-4
5723,1982,4,4,3,4,2
5724,1981,4,2,2,3,2
5725,1981,3,-4,-4,-4,-4
5726,1982,1,-4,-4,-4,-4
5727,1984,0,-4,-4,-4,-4
5728,1984,2,2,-2,3,-2
5729,1980,2,-4,-4,-4,-4
5730,1982,2,-4,-4,-4,-4
5731,1982,2,-4,-4,-4,-4
5732,1984,0,-4,-4,-4,-4
5733,1983,2,-4,-4,-4,-4
5734,1984,2,-4,-4,-4,-4
5735,1981,0,-4,-4,-4,-4
5736,1983,2,-4,-4,-4,-4
5737,1982,0,-4,-4,-4,-4
5738,1982,-5,-5,-5,-5,-5
5739,1984,2,-4,-4,-4,-4
5740,1984,2,-4,-4,-4,-4
5741,1984,2,-4,-4,-4,-4
5742,1980,0,-4,-4,-4,-4
5743,1981,4,2,1,3,1
5744,1983,3,-4,-4,-4,-4
5745,1980,2,2,2,2,2
5746,1982,2,-4,-4,-4,-4
5747,1981,2,-4,-4,-4,-4
5748,1982,-5,-5,-5,-5,-5
5749,1984,1,3,1,2,4
5750,1980,-5,-5,-5,-5,-5
5751,1983,2,-4,-4,-4,-4
5752,1982,2,1,1,4,1
5753,1984,1,-4,-4,-4,-4
